Internal ID,Project Name,RERA ID,Developer,Type,Latitude,Longitude
226,Sobha Emerald,,Sobha,Villa or Rowhouse,13.0796272,77.6054746
227,Sobha Coral,,Sobha,Apartment,13.081905,77.60494159999999
228,Brigade Altair Apartments,,Brigade,Apartment,,
229,Sobha Ruby,,Sobha,Apartment,13.0446521,77.5000402
230,Sobha Ruby Platinum,,Sobha,Apartment,13.0446521,77.5000402
231,Sobha Basil,,Sobha,Apartment,,
232,Sobha Moonstone,,Sobha,Apartment,13.0595681,77.6101745
233,Concorde Paradise,,Concorde Group,Apartment,12.9226679,77.6139259
234,Puravankara Purva Atria,,Puravankara,Apartment,13.024998,77.5774277
235,Sobha Oman Topaz,,Sobha,Apartment,12.924488,77.6518633
236,Sobha Magnolia,,Sobha,Apartment,12.923448,77.6010628
237,Puravankara Purva Fairmont,,Puravankara,Apartment,,
238,Brigade Millennium Cassia,,Brigade,Apartment,12.8922782,77.5822312
239,Sobha Lavender,,Sobha,Apartment,12.9299413,77.6684661
240,Brigade Nest,,Brigade,Apartment,12.9588519,77.6535677
241,Sobha Saffron,,Sobha,Villa or Rowhouse,,
242,Sobha Amber,,Sobha,Apartment,13.0858798,77.6002443
243,Sobha Windfall,,Sobha,Apartment,13.0694434,77.60116169999999
244,Sobha Aster,,Sobha,Apartment,12.8919869,77.6072226
245,Brigade Lakeview,,Brigade,Apartment,12.9133984,77.62065419999999
246,Puravankara Purva Grande,,Puravankara,Apartment,,
247,Sobha Lotus,,Sobha,Villa or Rowhouse,12.9630241,77.7250904
248,Rohan Mihira,,Rohan,Apartment,12.9640674,77.7073703
249,Sobha Sunflower,,Sobha,Apartment,12.9675067,77.6823519
250,Sobha Garrison,,Sobha,Apartment,13.0463181,77.5008032
251,Puravankara Purva Castlemaine,,Puravankara,Apartment,-37.06328999999999,144.2172327
252,Sobha Dahlia,,Sobha,Apartment,12.9289522,77.6705654
253,Puravankara Purva Vantage,,Puravankara,Apartment,12.906744,77.645133
254,Brigade Crescent,,Brigade,Apartment,12.9991363,77.60043069999999
255,Sobha Iris,,Sobha,Apartment,12.9330271,77.6848047
256,Brigade Golden Magic Block,,Brigade,Apartment,12.9053077,77.63740829999999
257,Brigade Millennium Jacaranda,,Brigade,Apartment,,
258,Rohan Ashima,,Rohan,Villa or Rowhouse,12.9641448,77.72149759999999
259,Tata Aquila Heights,,Tata,Apartment,13.045163,77.53775859999999
260,Brigade Sonata,,Brigade,Apartment,12.9940716,77.5888927
261,Assetz Homes Stratos,,Assetz Homes,Apartment,,
262,Sobha Carnation,,Sobha,Apartment,12.9292612,77.66959039999999
263,Puravankara Purva Park,,Puravankara,Apartment,,
264,Brigade Classic,,Brigade,Apartment,,
265,Sobha Daisy,,Sobha,Apartment,12.9283233,77.6682664
266,Brigade Heritage,,Brigade,Apartment,13.0047653,77.6183944
267,Sobha Fiorella,,Sobha,Apartment,,
268,Puravankara Purva Paradise,,Puravankara,Apartment,,
269,Brigade Residency,,Brigade,Apartment,,
270,Assetz Homes 27 Park Avenue,,Assetz Homes,Apartment,12.9163193,77.6489043
271,Brigade Millennium Laburnum,,Brigade,Apartment,,
272,Ozone Serene Urbana,,Ozone,Apartment,13.007144,77.58369139999999
273,Sobha City Mykonos,,Sobha,Apartment,13.0771241,77.63584530000001
274,Brigade Orchards Value Homes,,Brigade,Apartment,,
275,Sobha Classic,,Sobha,Apartment,12.9046997,77.6627215
276,Sobha Aspire,,Sobha,Apartment,13.045685,77.5007481
277,Sobha Elite,,Sobha,Apartment,13.0460609,77.5007645
278,Brigade Rathna,,Brigade,Apartment,12.9485495,77.5687779
279,Brigade Coronet,,Brigade,Apartment,12.9886905,77.5890914
280,Sobha Althea,,Sobha,Apartment,13.1301744,77.5775081
281,Brigade Odyssey,,Brigade,Apartment,12.9670279,77.60330309999999
282,Sobha Azalea,,Sobha,Villa or Rowhouse,13.1297963,77.5771658
283,Brigade Orchards Parkside,,Brigade,Apartment,13.237063,77.72428
284,Tata The Cascades,,Tata,Apartment,,
285,Puravankara Purva Pavilion,,Puravankara,Apartment,13.0497923,77.5993301
286,Puravankara Bougainvilla,,Puravankara,Villa or Rowhouse,,
287,Concorde Silicon Valley,,Concorde Group,Apartment,12.8389615,77.6518227
288,Brigade Hallmark,,Brigade,Apartment,13.0035897,77.6175786
289,Concorde Sylvan View,,Concorde Group,Villa or Rowhouse,12.8296389,77.70836419999999
290,Sobha City Santorini,,Sobha,Apartment,,
291,Sobha Dew Flower,,Sobha,Apartment,12.9139405,77.577524
292,Sobha City Casa Paradiso,PRM/KA/RERA/1251/309/PR/171015/000429,Sobha,Apartment,13.0759669,77.64111009999999
293,Paranjape Schemes Athashri,,Paranjape Schemes,Apartment,,
294,Sobha City Aristos,,Sobha,Villa or Rowhouse,13.0770537,77.63643259999999
295,Sobha City Casa Serenita,,Sobha,Apartment,13.0768898,77.6394028
296,Puravankara Purva Whitehall,,Puravankara,Apartment,,
297,Sobha Eternia,,Sobha,Apartment,12.9035751,77.6649043
298,Puravankara Purva Atria Platina,,Puravankara,Apartment,13.0256218,77.5774344
299,Assetz Homes East Point,,Assetz Homes,Apartment,,
300,Sobha Marvella,,Sobha,Apartment,12.9267833,77.6726791
301,Concorde Livingston,,Concorde Group,Apartment,12.888813,77.6461004
302,Brigade Orchards Pavilion Villas,,Brigade,Villa or Rowhouse,,
303,Puravankara Purva Midtown,,Puravankara,Apartment,13.0000596,77.6666098
304,Brigade Caladium,,Brigade,Apartment,13.0558244,77.5967125
305,Brigade Altamont,,Brigade,Apartment,13.0609359,77.64123719999999
306,Concorde Royal Sunnyvale,,Concorde Group,Villa or Rowhouse,,
307,Puravankara Purva Season,,Puravankara,Apartment,,
308,Ozone Urbana Pavilion,,Ozone,Apartment,13.2106212,77.66399229999999
309,Puravankara Purva Skydale,,Puravankara,Apartment,12.8938504,77.6622623
310,Tata Riva,PRM/KA/RERA/1250/307/PR/171014/000171,Tata,Apartment,13.1026326,77.4426203
311,Assetz Homes Clover Greens,,Assetz Homes,"Villa or Rowhouse, Apartment",,
312,Assetz Homes Lumos,,Assetz Homes,Apartment,,
313,Rohan Avriti,,Rohan,Apartment,12.9959179,77.7020017
314,Concorde Amber,,Concorde Group,Apartment,12.8955626,77.7016502
315,Sobha The Park And The Plaza,"PR/KN/170730/000411, PR/KN/170729/000384",Sobha,Apartment,,
316,Concorde Wind Rush,,Concorde Group,Apartment,12.8280765,77.70820479999999
317,Ozone Urbana Alcove,,Ozone,Apartment,13.2387011,77.7187167
318,Brigade Cedar,,Brigade,Apartment,,
319,Brigade Deodar,,Brigade,Apartment,13.2283651,77.7226082
320,Godrej Elite Townhomes,,Godrej,Villa or Rowhouse,,
321,Sobha Silicon Oasis Rowhouses,"PRM/KA/RERA/1251/310/PR/170913/000153, PRM/KA/RERA/1251/310/PR/170915/000212",Sobha,Villa or Rowhouse,12.8905313,77.6733998
322,Brigade Wisteria At Brigade Meadows,,Brigade,Apartment,12.8131519,77.5078589
323,Sobha Heritage,PRM/KA/RERA/1251/310/PR/170916/000117,Sobha,Apartment,,
324,Puravankara Purva 270 Degree,,Puravankara,Apartment,,
325,Puravankara The Waves,,Puravankara,Apartment,,
326,Concorde South Scape,,Concorde Group,Apartment,12.832504,77.70157669999999
327,Godrej Platinum Bangalore,,Godrej,Apartment,13.0547182,77.5937366
328,Concorde Epitome,PRM/KA/RERA/1251/308/PR/171015/000698,Concorde Group,Apartment,12.8381501,77.6942127
329,Concorde Cuppertino,,Concorde Group,Villa or Rowhouse,12.8439777,77.6529346
330,Godrej 17,,Godrej,Villa or Rowhouse,,
331,Puravankara Sky Condos Series,,Puravankara,Apartment,,
332,Puravankara High Crest,,Puravankara,Apartment,12.8505486,77.5452161
333,DS Max Senate,PRM/KA/RERA/1251/446/PR/110722/005059,DS MAX Properties Pvt Ltd,Apartment,12.8684598,77.6345992
334,Sowparnika Pragati,PRM/KA/RERA/1251/308/PR/191130/003042,Sowparnika Projects Infrastructure,Apartment,12.8836198,77.7876666
335,Sowparnika The Columns,PRM/KA/RERA/1250/304/PR/171024/000764,Sowparnika Projects Infrastructure,Apartment,12.9931116,77.80618849999999
336,Shriram Liberty Square,PRM/KA/RERA/1251/308/PR/190330/002519,Shriram Properties,Apartment,12.8324116,77.7026447
337,Birla Trimaya,PRM/KA/RERA/1250/303/PR/300823/006200,Birla Estates,Apartment,13.1879606,77.6675416
338,Sowparnika Olivia Nest,PRM/KA/RERA/1251/308/PR/181022/005334,Sowparnika Projects Infrastructure,Apartment,12.8562613,77.8019922
339,DS Max Stavam,PRM/KA/RERA/1251/309/PR/211209/004576,DS MAX Properties Pvt Ltd,Apartment,13.1340593,77.5822297
340,Godrej Park Retreat,"PRM/KA/RERA/1251/446/PR/280222/004736, PRM/KA/RERA/1251/446/PR/130723/006056",Godrej,Apartment,12.9012926,77.7086276
341,DSR Parkway,"PRM/KA/RERA/1251/446/PR/190809/002793, PRM/KA/RERA/1251/446/PR/190809/002801",DSR Infrastructure Pvt Ltd,Apartment,12.9150626,77.71023389999999
342,Sobha Insignia,PRM/KA/RERA/1251/446/PR/030922/005212,Sobha,Apartment,12.9276092,77.69494639999999
343,DSR Highland Greenz,PRM/KA/RERA/1251/446/PR/110522/004876,DSR Infrastructure Pvt Ltd,Apartment,12.8958863,77.6944425
344,Sobha Dream Acres,"PRM/KA/RERA/1251/446/PR/170915/000168, PRM/KA/RERA/1251/446/PR/170915/000156, PRM/KA/RERA/1251/446/PR/170915/000157, PRM/KA/RERA/1251/446/PR/170915/000160, PRM/KA/RERA/1251/446/PR/170915/000163, PRM/KA/RERA/1251/446/PR/170915/000165, PRM/KA/RERA/1251/310/PR/170915/000170, PRM/KA/RERA/1251/446/PR/170915/000193, PRM/KA/RERA/1251/446/PR/170915/000195, PRM/KA/RERA/1251/446/PR/170915/000202, PRM/KA/RERA/1251/446/PR/170915/000206, PRM/KA/RERA/1251/446/PR/170915/000207, PRM/KA/RERA/1251/446/PR/170915/000221, PRM/KA/RERA/1251/446/PR/170915/000223, PRM/KA/RERA/1251/446/PR/170916/000293, PRM/KA/RERA/1251/446/PR/171031/001452, PRM/KA/RERA/1251/446/PR/171031/001467, PRM/KA/RERA/1251/446/PR/180612/001897, PRM/KA/RERA/1251/446/PR/180627/001929, PRM/KA/RERA/1251/446/PR/181010/002036, PRM/KA/RERA/1251/446/PR/181010/002037, PRM/KA/RERA/1251/446/PR/181010/002038, PRM/KA/RERA/1251/446/PR/181010/002039, PRM/KA/RERA/1251/446/PR/190223/002448, PRM/KA/RERA/1251/446/PR/190223/002449, PRM/KA/RERA/1251/446/PR/190913/002845",Sobha,Apartment,,
345,TVS Emerald Jardin,PRM/KA/RERA/1251/310/PR/160522/004884,TVS Emerald,Apartment,12.8736234,77.6431451
346,Prestige Great Acres,PRM/KA/RERA/1251/308/PR/210824/004289,Prestige,Plot,12.8758645,77.78060599999999
347,Shriram Blue,PRM/KA/RERA/1251/446/PR/180728/001966,Shriram Properties,Apartment,13.0164328,77.7287147
348,Meridian Park At The Prestige City,"PRM/KA/RERA/1251/308/PR/090222/004684, PRM/KA/RERA/1251/308/PR/110822/005151, PRM/KA/RERA/1251/308/PR/230522/004901",Prestige,Apartment,,
349,Sowparnika Unnathi,PRM/KA/RERA/1251/308/PR/180509/001677,Sowparnika Projects Infrastructure,Apartment,12.7886785,77.7748356
350,Pride Pegasus,PRM/KA/RERA/1251/446/PR/210130/003809,Pride Group,Apartment,13.0717532,77.651741
351,Sobha Dream Gardens,"PRM/KA/RERA/1251/309/PR/181122/002155, PRM/KA/RERA/1251/309/PR/181122/002154, PRM/KA/RERA/1251/309/PR/181122/002165, PRM/KA/RERA/1251/309/PR/190102/002270, PRM/KA/RERA/1251/309/PR/190102/002269, PRM/KA/RERA/1251/309/PR/311222/005592, PRM/KA/RERA/1251/309/PR/311222/005593, PRM/KA/RERA/1251/309/PR/311222/005591",Sobha,Apartment,13.0986671,77.64129989999999
352,Shriram Codename Rhythm of North,PRM/KA/RERA/1250/303/PR/190722/002715,Shriram Properties,Plot,13.236513,77.61240269999999
353,Brigade Oasis,"PRM/KA/RERA/1250/303/PR/041122/005401, PRM/KA/RERA/1250/303/PR/220223/005745, PRM/KA/RERA/1250/303/PR/220124/006562",Brigade,Plot,13.2682514,77.6678146
354,Sobha Victoria Park,"PRM/KA/RERA/1251/309/PR/310322/004800, PRM/KA/RERA/1251/309/PR/310322/004801",Sobha,"Apartment, Villa or Rowhouse",13.0557229,77.66019949999999
355,Salarpuria Sattva Exotic,PRM/KA/RERA/1251/309/PR/190427/002538,Salarpuria Sattva Group,Apartment,13.1216293,77.619543
356,Salarpuria Sattva Aeropolis,PRM/KA/RERA/1250/303/PR/110522/004869,Salarpuria Sattva Group,Apartment,13.2121404,77.6738974
357,Chartered Woodpecker,PRM/KA/RERA/1250/303/PR/190614/002605,Sobha,Plot,13.2829691,77.67231269999999
358,Casagrand Hazen,PRM/KA/RERA/1251/310/PR/220722/005099,Casagrand,Apartment,12.8611697,77.5946819
359,Prestige Smart City,"PRM/KA/RERA/1251/308/PR/090222/004684, PRM/KA/RERA/1251/308/PR/110822/005151, PRM/KA/RERA/1251/308/PR/230522/004901, PRM/KA/RERA/1251/308/PR/211008/004353, PRM/KA/RERA/1251/308/PR/210928/004316, PRM/KA/RERA/1251/308/PR/211007/004346, PRM/KA/RERA/1251/308/PR/080323/005778, PRM/KA/RERA/1251/308/PR/210824/004289",Prestige,"Villa or Rowhouse, Apartment",,
360,Suvilas Palms,,Shriram Properties,Apartment,13.0692818,77.5214543
361,Shriram The Poem,PRM/KA/RERA/1251/309/PR/210319/004033,Shriram Properties,Apartment,13.0696669,77.5207865
362,Platinum East Woods,PRM/KA/RERA/1251/446/PR/100423/005855,Platinum Narya Infra,Apartment,13.0315278,77.7601111
363,Sobha Brooklyn Towers Town Park,,Sobha,Apartment,12.7887075,77.7442473
364,Shriram Earth,PRM/KA/RERA/1250/306/PR/190211/002368,Shriram Properties,Plot,12.8809841,77.3847926
365,Purva Palm Beach,PRM/KA/RERA/1251/446/PR/170907/000091,Puravankara,Apartment,13.0631488,77.6630338
366,Brigade Cornerstone Utopia Serene,PRM/KA/RERA/1251/446/PR/181122/002176,Brigade,Apartment,12.9291759,77.7457197
367,Sobha Athena,PRM/KA/RERA/1251/309/PR/200526/003430,Sobha,Apartment,13.0772431,77.6341635
368,Prestige Park Drive,"PRM/KA/RERA/1250/303/PR/210219/003940, PRM/KA/RERA/1250/303/PR/210525/004161, PRM/KA/RERA/1250/303/PR/190822/005171",Prestige,Plot,13.2214647,77.6777121
369,Shriram Raynal Gardens,,Shriram Properties,Plot,12.9441439,77.4091533
370,Salarpuria Aqua Vista,PRM/KA/RERA/1251/310/PR/120522/004879,Salarpuria Sattva Group,Apartment,,
371,Sobha Arena Pebble Court,PRM/KA/RERA/1251/310/PR/180507/001622,Sobha,Apartment,12.863517,77.53404739999999
372,Prestige Temple Bells,PRM/KA/RERA/1251/310/PR/170915/000281,Prestige,Apartment,12.9312721,77.5218683
373,Prestige Serenity,,Prestige,Apartment,,
374,Salarpuria Sattva Signet,PRM/KA/RERA/1251/446/210111/003772,Salarpuria Sattva Group,Apartment,12.9039839,77.7029845
375,Helio at Brigade El Dorado,PRM/KA/RERA/1251/472/PR/190913/002889,Brigade,Apartment,13.1437985,77.6779559
376,Prestige Finsbury Park Hyde,PRM/KA/RERA/1251/472/PR/191206/003055,Prestige,Apartment,13.142661,77.68453319999999
377,Assetz Lifestyle,,Assetz Homes,Apartment,,
378,Prestige St Johns Wood,,Prestige,Apartment,,
379,Purva Fountain Square,,Puravankara,Apartment,12.9584823,77.7056738
380,Brigade Atmosphere,PRM/KA/RERA/1250/303/PR/170916/000497PRM/KA/RERA/1250/303/PR/220207/004671,Brigade,Villa or Rowhouse,13.2670841,77.7393846
381,The Embassy,,Embassy,Apartment,,
382,Sobha Pristine,"PRM/KA/RERA/1251/309/PR/171104/002276, PRM/KA/RERA/1251/309/PR/171104/002270, PRM/KA/RERA/1251/309/PR/171104/002268, PRM/KA/RERA/1251/309/PR/171104/002267",Sobha,"Villa or Rowhouse, Apartment",13.0681409,77.6055926
383,Brigade Millennium,,Brigade,Apartment,12.8906899,77.58268489999999
384,Shriram Chirping Woods Apartment,PRM/KA/RERA/1251/446/PR/171014/001085,Shriram Properties,Apartment,12.9082852,77.66971869999999
385,Sobha Clovelly,PRM/KA/RERA/1251/310/PR/171014/000201,Sobha,Apartment,12.9113362,77.5566927
386,Embassy Lake Terraces,PRM/KA/RERA/1251/309/PR/171016/000602,Embassy,Apartment,13.0501197,77.5945885
387,Salarpuria Sattva Senorita,,Salarpuria Sattva Group,Apartment,12.9104955,77.6827809
388,Shriram Southern Crest,"PRM/KA/RERA/1251/310/PR/171014/000364, PRM/KA/RERA/1251/310/PR/200310/003331",Shriram Properties,Apartment,12.9057137,77.5724724
389,Purva Parkridge,,Puravankara,Villa or Rowhouse,12.987843,77.69512189999999
390,Prestige Park View,,Prestige,Apartment,12.9849721,77.7525529
391,Salarpuria Sattva East Crest,PRM/KA/RERA/1251/446/PR/170920/000406,Salarpuria Sattva Group,Apartment,13.0432852,77.7482481
392,Prestige Lakeside Habitat,PRM/KA/RERA/1251/446/PR/170915/000176,Prestige,Apartment,12.9298473,77.74010009999999
393,Prestige Sunrise Park Norwood,,Prestige,Apartment,,
394,Purva Skywood,,Puravankara,Apartment,12.8951518,77.66015949999999
395,Purva Graces,,Puravankara,Apartment,13.0678766,77.5997424
396,Prestige Park Square,PRM/KA/RERA/1251/310/PR/180313/002634,Prestige,Apartment,12.8455398,77.587598
397,Prestige Elysian,PRM/KA/RERA/1251/310/PR/190722/002709,Prestige,Apartment,12.8732211,77.5940272
398,Brigade Parkside North,PRM/KA/RERA/1251/309/PR/181122/002152,Brigade,Apartment,13.0679792,77.5298949
399,Prestige Jindal City,"PRM/KA/RERA/1251/309/PR/180406/001495, PRM/KA/RERA/1250/307/PR/180621/001906",Prestige,Apartment,13.0526205,77.4888785
400,Prestige Willow Tree,PRM/KA/RERA/1251/309/PR/181204/002195,Prestige,Apartment,13.0754598,77.55970119999999
401,Sobha Royal Pavilion,"PRM/KA/RERA/1251/446/PR/190204/002338, PRM/KA/RERA/1251/446/PR/190204/002340, PRM/KA/RERA/1251/446/PR/190207/002363, PRM/KA/RERA/1251/446/PR/190205/002356, PRM/KA/RERA/1251/446/PR/190204/002341, PRM/KA/RERA/1251/446/PR/190205/002357, PRM/KA/RERA/1251/446/PR/190204/002339, PRM/KA/RERA/1251/446/PR/190204/002341, PRM/KA/RERA/1251/446/PR/190207/002363, PRM/KA/RERA/1251/446/PR/190205/002357, PRM/KA/RERA/1251/446/PR/190207/002362",Sobha,Apartment,12.8990752,77.70602939999999
402,Brigade Bricklane,PRM/KA/RERA/1251/309/PR/180808/001981,Brigade,Apartment,13.1003883,77.6320535
403,Prestige Lake Ridge,"PRM/KA/RERA/1251/310/PR/170916/000334, PRM/KA/RERA/1251/310/PR/170916/000336",Prestige,Apartment,12.9005273,77.5390309
404,Prestige Pine Wood,PRM/KA/RERA/1251/310/PR/170913/000109,Prestige,Apartment,12.9314201,77.6357113
405,Prestige Boulevard,PRM/KA/RERA/1251/446/PR/170824/000057,Prestige,Apartment,12.9754425,77.7431617
406,Prestige Sunrise Park,,Prestige,Apartment,12.8324107,77.6640852
407,Prestige Shantiniketan,,Prestige,Apartment,12.9942358,77.7291308
408,Prestige Ferns Residency,,Prestige,Apartment,12.9031221,77.66192370000002
409,Embassy Grove,PRM/KA/RERA/1251/446/PR/171019/000614,Embassy,Apartment,12.9554521,77.64762069999999
410,Embassy Boulevard,PRM/KA/RERA/1251/309/PR/171015/000628,Embassy,Villa or Rowhouse,13.1483859,77.63861949999999
411,Salarpuria Senorita,,Salarpuria Sattva Group,Apartment,12.9104955,77.6827809
412,Prestige Falcon City,PRM/KA/RERA/1251/310/PR/170913/000114,Prestige,Apartment,12.8851354,77.56332499999999
413,Prestige West Woods,PRM/KA/RERA/1251/310/PR/171014/000248,Prestige,Apartment,12.9775109,77.5631957
414,Prestige Leela Residency,PRM/KA/RERA/1251/446/PR/170824/000077,Prestige,Apartment,12.9603949,77.6474878
415,Provident The Tree,,Provident Housing Limited,Apartment,,
416,Prestige White Meadows,,Prestige,"Villa or Rowhouse, Apartment",12.9746903,77.7508493
417,Prestige White Meadows Villas,,Prestige,Villa or Rowhouse,,
418,Prestige Gulmohar,PRM/KA/RERA/1251/446/PR/170915/000216,Prestige,Apartment,13.0288113,77.665061
419,Prestige Bagamane Temple Bells,PRM/KA/RERA/1251/310/PR/170915/000281,Prestige,Apartment,12.9312721,77.5218683
420,Brigade Cornerstone Utopia Eden,PRM/KA/RERA/1251/446/PR/181219/002236,Brigade,Apartment,12.9320531,77.7458211
421,Aspen Greens At The Prestige City,PRM/KA/RERA/1251/308/PR/211007/004346,Prestige,Villa or Rowhouse,,
422,Salarpuria Sattva Ashraya,PRM/KA/RERA/1270/302/PR/210731/004204,Salarpuria Sattva Group,Apartment,12.8239749,77.41078639999999
423,Brigade El Dorado Krypton,PRM/KA/RERA/1251/309/PR/210518/004158,Brigade,Apartment,13.1443035,77.6844405
424,Assetz Leaves And Lives,PRM/KA/RERA/1251/446/PR/210928/004328,Assetz Homes,Villa or Rowhouse,12.88678,77.7054046
425,Brigade Northridge Neo,PRM/KA/RERA/1251/309/PR/210824/004288,Brigade,Apartment,13.1021525,77.6313086
426,Paradise At Brigade Cornerstone Utopia,PRM/KA/RERA/1251/446/PR/210219/003926,Brigade,Apartment,12.9343112,77.7439946
427,Shriram Westwoods,PRM/KA/RERA/1251/310/PR/210813/004261,Shriram Properties,Plot,12.8777123,77.3754787
428,Provident UpApartments,,Provident Housing Limited,Apartment,,
429,Provident Sundeck,PRM/KA/RERA/1251/310/PR/190529/002585,Provident Housing Limited,Apartment,,
430,Shriram Suvilas Palms,,Shriram Properties,Apartment,13.0697852,77.5212398
431,Brigade El Dorado Feldspar,PRM/KA/RERA/1251/309/PR/210216/003909,Brigade,Apartment,13.1443035,77.6844405
432,Total Environment In That Quiet Earth,"PRM/KA/RERA/1251/446/PR/201001/003630, PRM/KA/RERA/1251/446/PR/060722/005044",Total Environment,Villa or Rowhouse,13.0526488,77.67763029999999
433,Puravankara Purva Westend Fresco,PRM/KA/RERA/1251/310/PR/190129/002310,Puravankara,Apartment,,
434,Puravankara Purva Promenade,PRM/KA/RERA/1251/446/PR/200205/003243,Puravankara,Apartment,13.06233,77.6630425
435,Sobha Windsor,"PRM/KA/RERA/1251/446/PR/210219/003939, PRM/KA/RERA/1251/446/PR/210219/003942, PRM/KA/RERA/1251/446/PR/210219/003937, PRM/KA/RERA/1251/446/PR/210219/003938",Sobha,Apartment,12.9727246,77.7629075
436,Shriram Codename Destination,PRM/KA/RERA/1250/301/PR/180130/002279,Shriram Properties,Plot,,
437,Prestige Rapperswil,,Prestige,Apartment,12.9852755,77.66857759999999
438,Provident Park One,PRM/KA/RERA/1251/310/PR/200226/003305,Provident Housing Limited,Apartment,,
439,Brigade El Dorado Jasper And Iridium,PRM/KA/RERA/1250/303/PR/200618/003458,Brigade,Apartment,13.1443035,77.6844405
440,Assetz Code Name Nature of You,,Assetz Homes,Plot,,
441,Total Pursuit of a Radical Rhapsody,PRM/KA/RERA/1251/446/PR/190102/002271,Total Environment,Apartment,,
442,Sobha Arena The Square,PRM/KA/RERA/1251/310/PR/180420/001513,Sobha,Apartment,12.8639976,77.5367473
443,Sobha Tropical Greens,"PRM/KA/RERA/1251/446/PR/181010/002038, PRM/KA/RERA/1251/446/PR/190223/002448, PRM/KA/RERA/1251/446/PR/190223/002449, PRM/KA/RERA/1251/446/PR/181010/002039, PRM/KA/RERA/1251/446/PR/181010/002037, PRM/KA/RERA/1251/446/PR/181010/002036, PRM/KA/RERA/1251/446/PR/180627/001929, PRM/KA/RERA/1251/446/PR/180612/001897, PRM/KA/RERA/1251/446/PR/171031/001467, PRM/KA/RERA/1251/446/PR/170915/000206",Sobha,Apartment,12.9360281,77.72284549999999
